participant,session,experiment,label,label_name,channel,mean_mean,mean_std,std_mean,std_std,range_mean,range_std,ssim_mean,ssim_n,region_count
0,0,1,2,Down,1,0.4214302557540748,0.005061697155256873,0.1878035778526778,0.002769766490805805,0.9205228758169935,0.028180255517777267,0.14622508637186196,15,15
0,0,1,2,Down,2,0.42207851888333703,0.006796054951940104,0.2095990398366686,0.006508817339914847,0.9749206349206349,0.014783467537369725,0.13521171636318868,15,15
0,0,1,2,Down,all,0.40498350467927413,0.004415576185289809,0.19693546534311338,0.003164038703708837,0.9514726232373292,0.013914482881143064,,0,15
0,0,1,3,Left,0,0.37777231625092245,0.005627182572796715,0.19335261214551924,0.0038961172433955664,0.9861425339366516,0.01425818110123769,0.14863878258236846,16,16
0,0,1,3,Left,1,0.4273706280894575,0.006444522946658493,0.1927769461931835,0.0035718699812197253,0.9002450980392157,0.037749554104167055,0.15738610990146745,16,16
0,0,1,3,Left,2,0.41822824373456635,0.007828380942703286,0.20596081393058163,0.005190080781452408,0.9619047619047619,0.01694774325719255,0.09593610138550963,16,16
0,0,1,3,Left,all,0.4077903960249821,0.00452629547081374,0.1973634574230948,0.003234357851156636,0.9494307979602098,0.013769174569068522,,0,16
0,0,1,4,Right,0,0.37626468512130606,0.002783164167970938,0.19262941872329137,0.003385255636232861,0.9343891402714932,0.026896763951926077,0.12651907482815392,16,16
0,0,1,4,Right,1,0.42744657266092534,0.005044997178802989,0.19355417483360007,0.0037233966056360646,0.9147058823529411,0.014497433341711689,0.14625535652328853,16,16
0,0,1,4,Right,2,0.4256852882281727,0.006189562187191128,0.21035945104484016,0.00617291909404501,0.9806547619047619,0.018192616013093042,0.12695518812508405,16,16
0,0,1,4,Right,all,0.4097988486701347,0.0036604362472520764,0.19884768153391053,0.00280930159285096,0.9432499281763987,0.005184520355021687,,0,16
0,0,2,0,Noise,0,0.33711706856724544,0.007068722588231271,0.19533808301104755,0.006549025329465282,0.8966514459665144,0.05144117309102053,0.10831964740596849,54,60
0,0,2,0,Noise,1,0.393151107552666,0.007581330732909488,0.19039714081056014,0.009856331008887087,0.8858169934640523,0.04291062050178945,0.1349503153659425,54,60
0,0,2,0,Noise,2,0.37234425363205315,0.011777616852748621,0.2046928066961218,0.006778617593771184,0.9037461773700305,0.04468606243059101,0.09402229714292165,54,60
0,0,2,0,Noise,all,0.3675374765839882,0.0048773943658593655,0.19680934350590984,0.004165879810340319,0.8954048722668658,0.027478178252153956,,0,60
0,0,2,1,Up,0,0.33941205725905765,0.006113458438133644,0.1958458083519171,0.0036888535957623164,0.9315068493150684,0.03991191485554732,0.11854723190155514,16,16
0,0,2,1,Up,1,0.39549141325033327,0.00775218004298004,0.18463640080672877,0.007415479587550396,0.9012254901960784,0.03623208966392692,0.12304253601910004,16,16
0,0,2,1,Up,2,0.3744700605151994,0.009273683860410657,0.2070393268589221,0.004399142915528666,0.9280389908256881,0.026574839968478106,0.10846025895037445,16,16
0,0,2,1,Up,all,0.36979117700819675,0.0034393295565547082,0.19584051200585598,0.0027737511317454688,0.9202571101122783,0.015180718206616123,,0,16
0,0,2,2,Down,0,0.3284625335373668,0.0038842626831246956,0.1941336484320647,0.00591663163326343,0.9217656012176559,0.04947747732960528,0.13352247414957766,15,15
0,0,2,2,Down,1,0.3909290315245687,0.0029823214586204064,0.18768061307190237,0.003298349198995707,0.9181699346405229,0.017529434741816084,0.15480057136005812,15,15
0,0,2,2,Down,2,0.36848854657437685,0.006758887849668271,0.1989169524308614,0.004758920339365718,0.8914373088685016,0.025871528649179416,0.12011585823563652,15,15
0,0,2,2,Down,all,0.3626267038787708,0.0030704407221660763,0.19357707131160948,0.0031304605134664255,0.9104576149088934,0.022547344008018368,,0,15
0,0,2,3,Left,0,0.3397026982283434,0.005002970947107462,0.19761825923939988,0.003771763614516404,0.949771689497717,0.034344283316603254,0.14330857342707004,15,15
0,0,2,3,Left,1,0.3886180555304971,0.007376131589271302,0.19302783054422834,0.00516997024053869,0.9100653594771242,0.05418634592726297,0.15584828449606672,15,15
0,0,2,3,Left,2,0.37017835888402784,0.009292707835208022,0.20136484606434027,0.005488967172175217,0.8868501529051988,0.026840976029878182,0.10548815849141975,15,15
0,0,2,3,Left,all,0.3661663708809561,0.004052932302696514,0.1973369786159895,0.002128558945192128,0.9155624006266799,0.022366470232464096,,0,15
0,0,2,4,Right,0,0.33727645039169135,0.004523444406416883,0.19201195125400664,0.007930795020286544,0.8815829528158295,0.06299920105750062,0.12390516989540559,15,15
0,0,2,4,Right,1,0.3984033178716111,0.0029519287614273196,0.19205197273542343,0.005421294915521937,0.9213071895424837,0.06099568681832521,0.16409394191793583,15,15
