label,label_name,channel,region_idx,n_samples,mean,std,range,ssim,participant,session,experiment
1,Up,2,15,76,0.39415682250938194,0.1946528189521329,0.9269406392694064,0.09880660336156763,0,0,0
1,Up,0,17,75,0.39423409306742635,0.19908835210120257,0.9537037037037037,0.1298277526905141,0,0,0
1,Up,1,17,75,0.45565087983911506,0.19375633108702617,0.9764705882352941,0.10552632571850214,0,0,0
1,Up,2,17,75,0.4006959372438824,0.19294785065205713,0.91324200913242,0.10986917069237062,0,0,0
1,Up,0,18,77,0.38527444777444775,0.20356665066000187,0.9444444444444444,0.0978253058115739,0,0,0
1,Up,1,18,77,0.4481890658361246,0.19114112763429886,0.8901960784313725,0.12240001711201606,0,0,0
1,Up,2,18,77,0.4016485797307715,0.19437677721838723,0.91324200913242,0.11827948385041216,0,0,0
1,Up,0,19,74,0.38824449449449444,0.1971195141680671,0.9074074074074074,0.13644111688622582,0,0,0
1,Up,1,19,74,0.45146467734703016,0.19321501937900076,0.9450980392156862,0.09949299917554026,0,0,0
1,Up,2,19,74,0.4075233294411377,0.19744525658804743,0.908675799086758,0.1020906246504639,0,0,0
1,Up,0,20,78,0.3912785813426839,0.19782333649386194,0.9305555555555556,0.13736831041312034,0,0,0
1,Up,1,20,78,0.44744247205785664,0.1935685240595075,0.9372549019607843,0.11901142052848628,0,0,0
1,Up,2,20,78,0.4016130339628759,0.1944359495395978,0.91324200913242,0.09883038457644759,0,0,0
2,Down,0,2,74,0.37872199122199124,0.19170658682785563,0.9490740740740741,0.14101206637450747,0,0,0
2,Down,1,2,74,0.4303269332681098,0.1765597186301298,0.9254901960784314,0.15419184794225538,0,0,0
2,Down,2,2,74,0.40167411879740644,0.19241187157270048,0.9497716894977168,0.15318418219118143,0,0,0
2,Down,0,3,70,0.373260582010582,0.19240541617538287,0.9444444444444444,0.1173293860284443,0,0,0
2,Down,1,3,70,0.4326218487394958,0.18379101985973806,0.9294117647058824,0.1432564288405895,0,0,0
2,Down,2,3,70,0.40147423352902806,0.19355925113070735,0.9406392694063926,0.12208057361640258,0,0,0
2,Down,0,4,73,0.37500975685907195,0.1933013553274992,0.9490740740740741,0.12382749412184049,0,0,0
2,Down,1,4,73,0.4353949461765739,0.18215366896310253,0.8980392156862745,0.17105879666613893,0,0,0
2,Down,2,4,73,0.3996781038439886,0.1980403530621929,0.9452054794520548,0.1237087813839588,0,0,0
2,Down,0,5,76,0.3742586969560654,0.19268575721420347,0.9490740740740741,0.1223283559431703,0,0,0
2,Down,1,5,76,0.4334952766531714,0.182258207004978,0.9058823529411765,0.17182124120581804,0,0,0
2,Down,2,5,76,0.40647172462240955,0.2002053417526155,0.9406392694063926,0.10752631668519849,0,0,0
2,Down,0,6,69,0.3760054089764235,0.19181421474654653,0.9444444444444444,0.13059710474004674,0,0,0
2,Down,1,6,69,0.4389577458631167,0.18479222980171603,0.9450980392156862,0.1560350595037392,0,0,0
2,Down,2,6,69,0.3992476189021752,0.194568434115252,0.9452054794520548,0.1491208970061484,0,0,0
2,Down,0,7,75,0.37834520417853745,0.191286195675012,0.9490740740740741,0.14082485643381748,0,0,0
2,Down,1,7,75,0.4349546505781799,0.18186317374576208,0.9137254901960784,0.1604480359468005,0,0,0
2,Down,2,7,75,0.39741575927877293,0.19208615640625676,0.9315068493150684,0.11311693315393612,0,0,0
2,Down,0,8,75,0.374196106362773,0.19133840055999854,0.9490740740740741,0.11934953298663765,0,0,0
2,Down,1,8,75,0.4368382101558572,0.18189836752314792,0.9176470588235294,0.17181281466701265,0,0,0
2,Down,2,8,75,0.401041095890411,0.19580609931662127,0.9269406392694064,0.1149870479558067,0,0,0
2,Down,0,9,72,0.3747887978790756,0.19486017160626973,0.9444444444444444,0.12255523492926021,0,0,0
2,Down,1,9,72,0.4332914362326127,0.18544935976563473,0.8980392156862745,0.14779686725906946,0,0,0
2,Down,2,9,72,0.4038588377629473,0.19158810711870722,0.9269406392694064,0.11384158630837507,0,0,0
2,Down,0,10,74,0.37836634711634715,0.1903884596534133,0.9444444444444444,0.12172427309268766,0,0,0
2,Down,1,10,74,0.43451591863356576,0.18524098613043827,0.9098039215686274,0.1355703978059507,0,0,0
2,Down,2,10,74,0.39912995186967787,0.19166067398983325,0.9223744292237442,0.12857366532746492,0,0,0
2,Down,0,11,73,0.37580396518752684,0.19488459515075188,0.9490740740740741,0.12523414261015794,0,0,0
2,Down,1,11,73,0.43831153536230094,0.18394799345906881,0.9686274509803922,0.1460128409529038,0,0,0
2,Down,2,11,73,0.404711520418032,0.19496345196243614,0.9360730593607306,0.1020582535547065,0,0,0
2,Down,0,15,75,0.3799601139601139,0.19367948791463216,0.9444444444444444,0.1179805992519572,0,0,0
2,Down,1,15,75,0.4370433383609854,0.1838510248496894,0.8901960784313725,0.12723366847410875,0,0,0
2,Down,2,15,75,0.39426109354876476,0.18995760109863993,0.91324200913242,0.09862884496811195,0,0,0
2,Down,0,16,76,0.3797495876443245,0.20162654994474036,0.9398148148148148,0.10243721128650164,0,0,0
2,Down,1,16,76,0.42857148527427164,0.18132243530450892,0.8588235294117647,0.10772771006727092,0,0,0
