participant,session,label,label_name,channel,mean_mean,mean_std,std_mean,std_std,range_mean,range_std,ssim_mean,ssim_n,experiment_count,region_count
1,2,3,Left,2,0.308484386171532,0.011788590695095658,0.2062419653777735,0.010806899161830141,0.9214208290572016,0.050551283579462286,0.1529689133399713,79,5,79
1,2,3,Left,all,0.3354575456771727,0.0059173120429041005,0.20990301337289052,0.004108670509179843,0.9371435709308578,0.020430555501984738,,0,5,79
1,2,4,Right,0,0.33377099242656105,0.006520550829978838,0.23000434723012836,0.006259786356205313,0.9590858128028114,0.03094971413115682,0.13997121614045852,84,5,84
1,2,4,Right,1,0.35965573612836604,0.01153635525033739,0.189975690440447,0.0062855696442904625,0.8926316262518084,0.03119088207956364,0.11822025832258994,84,5,84
1,2,4,Right,2,0.3080627891204982,0.016659783591566075,0.20890463538780912,0.011558047750514977,0.9129082155270704,0.04487932839298814,0.16505578074870236,84,5,84
1,2,4,Right,all,0.33382983922514176,0.008137814421133182,0.20962822435279482,0.005531278565939793,0.9215418848605633,0.024415992122427652,,0,5,84
1,3,0,Noise,0,0.35343387565851037,0.01701972856565732,0.2315167383003578,0.007064924755180117,0.9054025413095445,0.03888548583435143,0.13789893763562663,234,5,323
1,3,0,Noise,1,0.37981061457309145,0.016050292853854824,0.1844260883933793,0.009559509230306235,0.9029669876175114,0.05080152018623231,0.11056835316741777,234,5,323
1,3,0,Noise,2,0.34750912277460705,0.012602460791663,0.20491491899134867,0.012284899493008978,0.9002223416763737,0.05672145558116703,0.13871491026800564,234,5,323
1,3,0,Noise,all,0.360251204335403,0.010500403640978118,0.20695258189502858,0.00585775318707162,0.9028639568678098,0.02561259503498333,,0,5,323
1,3,1,Up,0,0.34998219030128846,0.015210370628355346,0.23208871969018957,0.006109877722434205,0.9282563056899835,0.03925650015196271,0.1260331684537849,86,5,87
1,3,1,Up,1,0.3757891792719488,0.013596250776510124,0.182347883752715,0.008590212065144296,0.91972820036503,0.046022746028480215,0.0982636206426599,86,5,87
1,3,1,Up,2,0.35095721283271,0.011090667644196032,0.20500850512524899,0.011011279764651195,0.9246334517804919,0.04151638347640476,0.13100333373530196,86,5,87
1,3,1,Up,all,0.35890952746864907,0.009362617568870173,0.2064817028560512,0.005091347580524229,0.9242059859451685,0.025221673013272553,,0,5,87
1,3,2,Down,0,0.3526540753662282,0.01611325632616959,0.23248121457616933,0.006512168861707297,0.9383795192745814,0.034137185195633364,0.12861622842347512,82,5,82
1,3,2,Down,1,0.3771042635026897,0.012461672622167134,0.18485111948287608,0.007132586333606004,0.9348430901955841,0.03828693048046637,0.113766005500572,82,5,82
1,3,2,Down,2,0.34808534630299,0.010360114265405807,0.2039870029046468,0.011697244709012714,0.9211341426030666,0.05071531569907335,0.13892517418760836,82,5,82
1,3,2,Down,all,0.359281228390636,0.009163381264410523,0.20710644565456404,0.004434949099435596,0.9314522506910774,0.02091047238436311,,0,5,82
1,3,3,Left,0,0.356075789554546,0.01740239299990258,0.2306417875790712,0.00614084460956568,0.9327244245114985,0.030303558116010224,0.12741598348435274,81,5,82
1,3,3,Left,1,0.3804645716953273,0.015001316425156154,0.185992972526015,0.006496685443309668,0.9278373973505354,0.03099844564489028,0.11385824755857472,81,5,82
1,3,3,Left,2,0.3464358969836135,0.00989678800664554,0.2022853043695506,0.011804573828886483,0.9162952908889577,0.04474055547540111,0.1332995478136894,81,5,82
1,3,3,Left,all,0.36099208607782896,0.010362088786170011,0.20630668815821226,0.00474172590735912,0.9256190375836639,0.017449451715048858,,0,5,82
1,3,4,Right,0,0.3537718830988784,0.01624887213723246,0.23085846313083774,0.005687963641894035,0.9183908996669533,0.03222672011823724,0.1259740848158341,84,5,84
1,3,4,Right,1,0.37924093686862176,0.014203373526609553,0.18581693547880548,0.007053718559634016,0.9234396190084373,0.04364108872408628,0.11821779688829619,84,5,84
1,3,4,Right,2,0.34709789725751256,0.010369359203157567,0.20565089146919002,0.011509459805402805,0.9219377511684308,0.0527521322639857,0.1545036385474626,84,5,84
1,3,4,Right,all,0.3600369057416709,0.009857139489821682,0.20744209669294442,0.004423382819979742,0.9212560899479405,0.02083418285624422,,0,5,84
1,4,0,Noise,0,0.37203834050642515,0.009646844896513742,0.23785167612730143,0.009631664050501618,0.8929427225353155,0.04781816970871518,0.14316401469278214,199,5,312
1,4,0,Noise,1,0.3914625979855045,0.009411828360509116,0.16872649076833932,0.007560847115693943,0.9000260593677578,0.053959504234294346,0.12576566059793529,199,5,312
1,4,0,Noise,2,0.3311052351107093,0.016654256769311985,0.19064407205529887,0.00698232941144644,0.9217571644042232,0.06009729023740793,0.14818489987183983,199,5,312
1,4,0,Noise,all,0.36486872453421293,0.008914812370072689,0.1990740796503132,0.005363433394559332,0.9049086487690988,0.032463635096106794,,0,5,312
1,4,1,Up,0,0.3726785008328062,0.008763954007545892,0.24122192472413512,0.007933203357317809,0.95584383801977,0.030041213834427573,0.1264837551558889,87,5,88
1,4,1,Up,1,0.38952759161008665,0.007010938983935926,0.16896295400445327,0.00649249817533021,0.9291139596387111,0.0369686779127207,0.10789632411343054,87,5,88
1,4,1,Up,2,0.32912457225858127,0.011907169907909918,0.18979738434652182,0.005102421292501999,0.9626114081996434,0.03444473583607324,0.15940802626296752,87,5,88
1,4,1,Up,all,0.36377688823382476,0.007383363921528327,0.19999408769170343,0.004531267168580792,0.9491897352860416,0.02081364982047613,,0,5,88
1,4,2,Down,0,0.3754184095123728,0.008027714744634864,0.24396527686013753,0.006256275547294722,0.9712828052578854,0.019661484387269505,0.15116050267274164,80,5,80
1,4,2,Down,1,0.38823457644428044,0.007972820071293163,0.1683330342905385,0.005973218115706305,0.9191601667733806,0.04193735177556319,0.11386031929965601,80,5,80
1,4,2,Down,2,0.33465524959205906,0.017183536235845665,0.19124507916278344,0.005122856305830647,0.9607843137254901,0.021883351058243287,0.15353400830135971,80,5,80
1,4,2,Down,all,0.3661027451829041,0.009549866916666006,0.2011811301044865,0.0034439593859806068,0.9504090952522521,0.016794053921019157,,0,5,80
1,4,3,Left,0,0.3722438856631037,0.008022121192538664,0.2367506026107429,0.007225477969103122,0.8955086905925758,0.026003267283393944,0.1302122911849805,87,5,89
1,4,3,Left,1,0.39062454602116425,0.006699961160754086,0.1671276952535896,0.005431985651720246,0.9482635683002444,0.03493474526580901,0.11118096535418868,87,5,89
1,4,3,Left,2,0.3349306967456419,0.014576053337138314,0.19202835133433874,0.004752401043862047,0.9467283542630535,0.034814572389349555,0.15061479314379364,87,5,89
1,4,3,Left,all,0.36593304280996997,0.008083980256502277,0.19863554973289038,0.003985348561587227,0.9301668710519579,0.016693509771763423,,0,5,89
1,4,4,Right,0,0.3705697634691316,0.007936043482478219,0.23851732660513333,0.007990018621334678,0.8989494414548572,0.03819156344451224,0.14010630752420392,84,5,85
1,4,4,Right,1,0.3931297365928517,0.008054699537941367,0.16945480705005062,0.008447759615776687,0.9123293775970153,0.04202543234598128,0.13505793325267773,84,5,85
1,4,4,Right,2,0.3239185535763335,0.011582481710624173,0.18717705215613148,0.006847736650452664,0.8841983852364476,0.060194385068789845,0.16264513279695544,84,5,85
1,4,4,Right,all,0.36253935121277225,0.007202984966597443,0.19838306193710514,0.005323056448787982,0.89849240142944,0.0257767143687527,,0,5,85
1,5,0,Noise,0,0.3617815434855204,0.011565003385213787,0.25099211727080356,0.005650959454656574,0.9053829935260103,0.03684606506319055,0.13224546569115822,166,5,312
1,5,0,Noise,1,0.38038180518378084,0.009642356358720069,0.1720847012652831,0.007127956043450305,0.9246199221793046,0.03751242240112659,0.08354746542441054,166,5,312
1,5,0,Noise,2,0.3192547564206804,0.012877741577666225,0.19873640022631728,0.006812541105463922,0.9641402714932127,0.028321214443485055,0.16478356609682687,166,5,312
1,5,0,Noise,all,0.35380603502999386,0.008107551391944074,0.20727107292080132,0.0037684874211273457,0.931381062399509,0.02078271128908441,,0,5,312
1,5,1,Up,0,0.36270380921769435,0.010131896177631609,0.2526186815176156,0.0038623643866549733,0.9481204642476265,0.031696859735956096,0.1353684659408835,91,5,92
1,5,1,Up,1,0.3782127218944627,0.007185950951895852,0.1749256835377893,0.00493453033131775,0.9529685979507655,0.02845547369383388,0.0788370763334837,91,5,92
1,5,1,Up,2,0.3194317566789217,0.008752776464874986,0.19663650089335483,0.004072417431484419,0.9847826086956522,0.01266860697345838,0.15317461832302823,91,5,92
1,5,1,Up,all,0.35344942926369294,0.0067544962170909125,0.20806028864958656,0.002469399323578866,0.9619572236313481,0.015208034102916728,,0,5,92
1,5,2,Down,0,0.35826968219285515,0.010043823963312513,0.25160985597329905,0.004650516389039239,0.9206449907142041,0.02240578998215982,0.1395698175372368,82,5,82
1,5,2,Down,1,0.3794068908182232,0.004883997257056686,0.17222038342518356,0.003956961493668534,0.9491387518727218,0.024868359781248284,0.10484716916210984,82,5,82
1,5,2,Down,2,0.3243655763214046,0.011417335489707796,0.20045004091177232,0.005097412044066934,0.9704925872788139,0.02295122427574639,0.15143736084373277,82,5,82
1,5,2,Down,all,0.35401404977749434,0.006322541595965851,0.20809342677008497,0.0022018829925897023,0.9467587766219132,0.010186317633090329,,0,5,82
1,5,3,Left,0,0.3614669383871558,0.01062563297179065,0.2508583156854917,0.003987509521484446,0.9390352637195853,0.028886540227910033,0.1498745236662321,85,5,85
1,5,3,Left,1,0.379431653071445,0.007315687819525216,0.1729587738874331,0.005984427536554185,0.9534476116603342,0.027527517519575846,0.08900604080545195,85,5,85
1,5,3,Left,2,0.31712394054070475,0.008760073462511215,0.200404318322759,0.0042813240763957304,0.9767012687427912,0.016173037478285933,0.16825820538027347,85,5,85
1,5,3,Left,all,0.35267417733310186,0.006720270728414516,0.2080738026318946,0.0027918722543841027,0.9563947147075702,0.014736370434530443,,0,5,85
1,5,4,Right,0,0.3568094605452914,0.00966369410348883,0.24866259114486602,0.004362624207214546,0.913147663828097,0.03256964436852952,0.1459587120722605,85,5,85
1,5,4,Right,1,0.3777235261914084,0.008321387307994789,0.17027080446655357,0.005975818178894493,0.9407535433938832,0.026175996449732532,0.08943290036960913,85,5,85
1,5,4,Right,2,0.3147401741825133,0.009078539530211331,0.19559723926450617,0.005489939467677266,0.9597231833910035,0.029609594467741078,0.1730022192439918,85,5,85
1,5,4,Right,all,0.3497577203064044,0.006454826539981135,0.20484354495864193,0.003182323579868257,0.9378747968709945,0.014274377106885658,,0,5,85
2,0,0,Noise,0,0.3508238523208263,0.01800360464565281,0.20010903342475098,0.012007979064289064,0.8741765060651504,0.04855398167970765,0.09655135259633589,294,5,307
2,0,0,Noise,1,0.3907979807849409,0.025388413270196326,0.1586584199579672,0.009112974721080708,0.8871175831896275,0.04224242340403216,0.03752308855516998,294,5,307
2,0,0,Noise,2,0.3135085244051036,0.034120973463551835,0.20743771525863922,0.007748181504255415,0.9088721923844796,0.051796029491557906,0.10215133137216265,294,5,307
2,0,0,Noise,all,0.3517101191702902,0.024130885733757136,0.1887350562137858,0.005278958408107367,0.8900554272130858,0.030748472280397635,,0,5,307
2,0,1,Up,0,0.3471243044304555,0.017606936937420607,0.19738886127672023,0.01019332738807359,0.89506790995445,0.04128369403732392,0.07255642366145468,84,5,84
2,0,1,Up,1,0.3912287919016732,0.024444110623925708,0.1578679272014631,0.0053706436707974805,0.9451914098972922,0.02864971475185005,0.035072344516154166,84,5,84
2,0,1,Up,2,0.3123542890246342,0.03253497235039618,0.20776193326006404,0.00714883311878546,0.9302597066046816,0.04925174192796689,0.10745106705485885,84,5,84
2,0,1,Up,all,0.350235795118921,0.0235798575149512,0.18767290724608246,0.004434436727768417,0.9235063421521413,0.020644586626299876,,0,5,84
2,0,2,Down,0,0.34968921643164785,0.016044812503951043,0.202658936756822,0.011073192912292149,0.8993379969284623,0.048289784427850736,0.07359898942099184,90,5,90
2,0,2,Down,1,0.385180571019883,0.02588112120237522,0.16026903228573613,0.009151007550870283,0.9075816993464053,0.04086866562967857,0.05170373022343512,90,5,90
2,0,2,Down,2,0.30713674281757397,0.031461163605039845,0.2057524771965955,0.006520913328950593,0.9348231713972254,0.051712316473584735,0.10275890352232893,90,5,90
2,0,2,Down,all,0.34733551008970165,0.023089496851061996,0.18956014874638455,0.005232162606339527,0.9139142892240308,0.02862541101963979,,0,5,90
2,0,3,Left,0,0.3462429651381917,0.017257898831319462,0.19811816023396356,0.011415613903205927,0.8637318600592826,0.03752119580123927,0.07380865864748443,95,5,95
2,0,3,Left,1,0.38967943426905177,0.025178106434137548,0.15838639779882757,0.008770479662238139,0.9069143446852425,0.04075498177567723,0.055584060642525676,95,5,95
2,0,3,Left,2,0.31093748176589625,0.0336080239093219,0.20995538432840902,0.007145265524975352,0.9113506232014424,0.05243420408222067,0.10901106625305362,95,5,95
2,0,3,Left,all,0.3489532937243799,0.02397674506840549,0.18881998078706672,0.004848078385299125,0.8939989426486558,0.028279069840999226,,0,5,95
2,0,4,Right,0,0.3506434957309595,0.01725708568247185,0.19948508334091558,0.01011824696653489,0.8898300769413213,0.0490036935995405,0.07831350382260595,82,5,83
2,0,4,Right,1,0.39653517327533117,0.02528599916912476,0.1562974098292703,0.005734046794688505,0.9113630994566501,0.026674400087155072,0.04156987433185087,82,5,83
2,0,4,Right,2,0.3134678567144794,0.03304481465240163,0.20647986314681252,0.007823851933489522,0.9208909012562313,0.055820496893268984,0.10257244753561194,82,5,83
2,0,4,Right,all,0.3535488419069234,0.024206770798782636,0.18742078543899945,0.004849928724222637,0.9073613592180676,0.02732146628001782,,0,5,83
2,1,0,Noise,0,0.3711200465081391,0.0197886215245151,0.2090132010478718,0.009732119125434582,0.8951538174594639,0.052348978806051716,0.11433643011680006,181,5,306
2,1,0,Noise,1,0.3963677681222077,0.02942233424374918,0.15017564422508337,0.009680808536830919,0.8399633166809954,0.05166510793970607,0.055376542385562305,181,5,306
2,1,0,Noise,2,0.3004936958006095,0.02170276206845728,0.2086193938418186,0.007481311986257727,0.902284497450975,0.04876672507885176,0.09694793005978879,181,5,306
2,1,0,Noise,all,0.35599383681031876,0.020854364749763075,0.18926941303825792,0.0051445211565673745,0.8791338771971449,0.032177871432070605,,0,5,306
2,1,1,Up,0,0.366689354621502,0.021362090608674923,0.20851804872166188,0.007784244528923291,0.932842653297506,0.0417151365858718,0.09965596843067122,100,5,103
2,1,1,Up,1,0.38993671398190505,0.03163486779621044,0.15435393122961985,0.009434973987905366,0.8976247900925456,0.05305555688540351,0.052147125386699196,100,5,103
2,1,1,Up,2,0.29982755308006165,0.020139722807209583,0.2111440111920075,0.006598265727905003,0.9363070776390965,0.037539265054434404,0.10186366602810004,100,5,103
2,1,1,Up,all,0.35215120722782284,0.022223324469118788,0.19133866371442976,0.004586745946712092,0.9222581736763827,0.030663823946687832,,0,5,103
2,1,2,Down,0,0.3722692083065027,0.016886784135546295,0.20727230010682737,0.008142788629716869,0.900918104687058,0.03894914824621148,0.11829690901791719,95,5,96
2,1,2,Down,1,0.38958605367600185,0.028877619653618285,0.14998948640296234,0.009146040254438482,0.8574613732557631,0.05075468835388002,0.062075900398794,95,5,96
2,1,2,Down,2,0.3000752269109139,0.02081560053139855,0.20847526055551277,0.006424396953180026,0.9302542544680389,0.042418706017102285,0.11095547451369236,95,5,96
2,1,2,Down,all,0.35397682963113947,0.02009498357380097,0.18857901568843416,0.004734232101533762,0.8962112441369534,0.0246157253026671,,0,5,96
2,1,3,Left,0,0.37228590914511966,0.019041770817237163,0.2089928864327941,0.008551832853619408,0.8944889161459173,0.04331383589954823,0.1237187224605099,96,5,99
2,1,3,Left,1,0.39167941482658636,0.031606512963144075,0.15142303215948105,0.009511990691685799,0.8562126296640987,0.04775238510581385,0.05521022354888085,96,5,99
2,1,3,Left,2,0.3001497024027346,0.020571134030225795,0.21337019510555066,0.005786021608390285,0.9318221413549702,0.03474270085362741,0.11269454312194789,96,5,99
2,1,3,Left,all,0.3547050087914802,0.02164367108083424,0.19126203789927526,0.00520567736190498,0.8941745623883287,0.02627806464023098,,0,5,99
2,1,4,Right,0,0.37289276729607634,0.019800591126716695,0.21129680029298226,0.008502111332340754,0.9312909498071881,0.03863468603208358,0.1085121581757166,91,5,93
2,1,4,Right,1,0.39778974942787826,0.02916204866983513,0.1508760584494576,0.008898680692493466,0.8608525554725626,0.039598622789680474,0.06157976345931479,91,5,93
2,1,4,Right,2,0.2971544657377865,0.021043168473935347,0.20761377243356255,0.006342505837229585,0.9214354834335465,0.031092927696933934,0.09633294891130093,91,5,93
2,1,4,Right,all,0.3559456608205803,0.02120335649296914,0.18992887705866748,0.0050204964452843686,0.904526329571099,0.02050050725973237,,0,5,93
2,2,0,Noise,0,0.3670192614479511,0.0192863325176813,0.20477641368816996,0.01118260379410186,0.8866824125014184,0.046215891695956,0.0963683924179538,235,5,315
2,2,0,Noise,1,0.3558854890368085,0.010380484700838633,0.18093140182685427,0.009853558043573376,0.9322626828509182,0.04783738407126748,0.08833813596272072,235,5,315
2,2,0,Noise,2,0.3437214249511886,0.012734769645496774,0.20291651195679325,0.007333247861577022,0.8797119679181302,0.048231645147969064,0.07840670890243424,235,5,315
2,2,0,Noise,all,0.3555420584786494,0.011352655741168833,0.1962081091572725,0.006244895671911203,0.8995523544234889,0.027390416477409064,,0,5,315
2,2,1,Up,0,0.3665248612110683,0.01951914647938876,0.20253598076807744,0.010389956686547644,0.9181685730973159,0.03791745164587017,0.08307170709047831,91,5,91
2,2,1,Up,1,0.3615738690509953,0.0075738862025195655,0.1819586299324771,0.006735452830554563,0.966257272139625,0.0240883441084304,0.11296742584419373,91,5,91
2,2,1,Up,2,0.3491651735380083,0.013627553487204399,0.20815573544047353,0.005543117307125007,0.9265466578931103,0.04639841342161837,0.09740550532612481,91,5,91
2,2,1,Up,all,0.3590879679333573,0.011301183223721195,0.19755011538034267,0.004907045164953696,0.9369908343766838,0.023322634295309973,,0,5,91
2,2,2,Down,0,0.3687373785355108,0.017689020179369363,0.20471426959740446,0.011978402657155163,0.9071192293978585,0.0473711791019694,0.08232529405535326,89,5,90
2,2,2,Down,1,0.351713363705776,0.008484512523663001,0.1812251149811306,0.009447839669253102,0.9430936819172113,0.04023459084732531,0.10418268216751746,89,5,90
2,2,2,Down,2,0.3456362060079804,0.008656148107777498,0.20515017354624152,0.00476037875992243,0.9350591777328188,0.037500351016992076,0.08369474331375343,89,5,90
2,2,2,Down,all,0.35536231608308905,0.00991878137611514,0.19702985270825885,0.006058631458983946,0.9284240296826296,0.02199806327460034,,0,5,90
2,2,3,Left,0,0.3648862484403361,0.017757598096891335,0.20443962141707925,0.009347269848786813,0.902513767792088,0.03237334061575028,0.07166893034092943,81,5,82
2,2,3,Left,1,0.35743176464719806,0.009352122182936412,0.17783760667401072,0.010800920751754237,0.9461501673840267,0.04642127958112184,0.07903508885387402,81,5,82
2,2,3,Left,2,0.3435793255338517,0.01065224256238801,0.21000430155556962,0.004680125870842602,0.9424463141450025,0.03282311154235288,0.11233147746860137,81,5,82
2,2,3,Left,all,0.35529911287379523,0.010560923975173072,0.19742717654888653,0.005721979649377196,0.9303700831070392,0.02536773000479711,,0,5,82
2,2,4,Right,0,0.3705098460518136,0.017816083996723665,0.20653560059450524,0.00924259250632685,0.9201324143246258,0.04493545187141933,0.08539061064174697,82,5,84
2,2,4,Right,1,0.35648464598448715,0.007088476477126176,0.18069439362850215,0.010596841423466466,0.9429971988795519,0.04483875144773329,0.0883090947949397,82,5,84
2,2,4,Right,2,0.34757771763208667,0.012406530641189881,0.20299402147173945,0.005814591954851761,0.8913751272993389,0.04005140775257866,0.08183861705437738,82,5,84
2,2,4,Right,all,0.35819073655612915,0.010720124853880018,0.1967413385649156,0.006432770379526635,0.9181682468345055,0.02167576207067675,,0,5,84
2,3,0,Noise,0,0.36336105618377784,0.0127402485589615,0.19384761461824326,0.00981686528902422,0.873180755864787,0.04639318771302238,0.09809977921710045,128,5,232
2,3,0,Noise,1,0.3761900567644374,0.015445379121514426,0.17590424209287636,0.007782337850107224,0.8966700473292766,0.053059859880270954,0.08565720010692009,128,5,232
2,3,0,Noise,2,0.3677112912531227,0.01626285045908727,0.2017863426655623,0.008744101284030983,0.8848816130096385,0.05248960114504994,0.07820436184045287,128,5,232
2,3,0,Noise,all,0.3690874680671126,0.009101619232935471,0.19051273312556063,0.005011106509303607,0.8849108054012341,0.027296124141751,,0,5,232
2,3,1,Up,0,0.36316633702688456,0.010381609003754195,0.19602037750796072,0.00783961018804209,0.9143737879760853,0.03636354925165143,0.08561999484401189,113,5,115
2,3,1,Up,1,0.3790384902626923,0.013232401544311568,0.1750506575670597,0.004782724590692928,0.9352429667519181,0.05021081767121468,0.08557480570988359,113,5,115
2,3,1,Up,2,0.3679512017654681,0.014671406951146678,0.20614621020435267,0.005911162961959903,0.9369435672622423,0.03678606869304508,0.09019190527749422,113,5,115
2,3,1,Up,all,0.370052009685015,0.008340102011098999,0.1924057484264577,0.003827841397516136,0.9288534406634152,0.023948476129330255,,0,5,115
2,3,2,Down,0,0.3642633450795994,0.012572393148386976,0.19184897048947594,0.007353510457039193,0.8945861995165505,0.041388538344215596,0.08024382664712809,75,5,75
2,3,2,Down,1,0.382076571558612,0.013623226172983624,0.1781413289942307,0.00653731251308115,0.922718954248366,0.03778400576035989,0.07838184869396171,75,5,75
2,3,2,Down,2,0.3694820387744905,0.013860984876759866,0.2068708250023613,0.006920537513196848,0.9557163621065186,0.03671372491719779,0.10014306882807947,75,5,75
2,3,2,Down,all,0.3719406518042339,0.00878132516427467,0.192287041495356,0.003290282388400496,0.9243405052904783,0.023047260366866957,,0,5,75
2,3,3,Left,0,0.36079635307016505,0.010358883930385485,0.1941703477289347,0.007286056080616147,0.9010541144789616,0.045205325155707486,0.08782540901288827,82,5,87
2,3,3,Left,1,0.3799065042337782,0.01143943194308605,0.17671707537965672,0.005458079240329048,0.9213883254451205,0.03856694609748793,0.07405617848056584,82,5,87
2,3,3,Left,2,0.3707366282386581,0.012641038844442155,0.20891036610121624,0.0068760441949936605,0.9509396324546479,0.045866262926833795,0.09514063747529239,82,5,87
2,3,3,Left,all,0.3704798285142004,0.007325128742612412,0.19326592973660256,0.0039815419573838995,0.92446069079291,0.02933451311301706,,0,5,87
2,3,4,Right,0,0.3674153230481684,0.012619002368878763,0.19642264342693247,0.008953418705592804,0.916402116139615,0.045013492616314356,0.08586954354132369,87,5,88
2,3,4,Right,1,0.3776710726708407,0.013719068364578594,0.17579546903302387,0.006284756260437387,0.924554367201426,0.046316717583123196,0.0858589571686197,87,5,88
2,3,4,Right,2,0.3690261378631716,0.016838048925411016,0.20354268850424778,0.007488728841316938,0.9230928075128304,0.042676123205942516,0.08900331138760476,87,5,88
2,3,4,Right,all,0.3713708445273936,0.008543861073269758,0.19192026698806808,0.00464220462508103,0.9213497636179572,0.023461995309379372,,0,5,88
2,4,0,Noise,0,0.36532457005878743,0.013753710898825492,0.20025802192706815,0.009190307074301218,0.8873020291844554,0.058026328270887675,0.11319618526782799,49,5,162
2,4,0,Noise,1,0.3899904485175918,0.012549983041553274,0.17333310985914235,0.007644257615396854,0.8940208182038248,0.052161085072862635,0.09648739260294015,49,5,162
2,4,0,Noise,2,0.37941624047889083,0.008088105529826573,0.20999969449636854,0.008818354426082397,0.8961742325968355,0.03604320941800806,0.08181049836352502,49,5,162
2,4,0,Noise,all,0.37824375301842333,0.007460172720750081,0.19453027542752638,0.005404939653822493,0.8924990266617052,0.02905128092703816,,0,5,162
2,4,1,Up,0,0.36999028791156047,0.010680683165226922,0.20168922361307412,0.007158975702141015,0.9174622880787784,0.05103126834365622,0.10273204141006953,96,5,98
2,4,1,Up,1,0.39401410662441144,0.010178824254833017,0.17669024804109984,0.005202678690472553,0.9423369347739096,0.04242837499056069,0.10728765529204647,96,5,98
2,4,1,Up,2,0.38095290543143184,0.007147271840282229,0.2098951314965231,0.006065644959465746,0.938990686852443,0.03096438771957897,0.11009422888233,96,5,98
2,4,1,Up,all,0.38165243332246795,0.006491733923735514,0.19609153438356572,0.00394917140187098,0.9329299699017103,0.027713446634020374,,0,5,98
2,4,2,Down,0,0.3655520498010773,0.01075952831638023,0.20085974448051283,0.006911851641591352,0.926429292707497,0.05005095403719149,0.11554567185320265,87,5,90
2,4,2,Down,1,0.39760569035884274,0.011779292850626536,0.1740577137552723,0.00539866096429677,0.9240522875816992,0.03608307680084597,0.07297491410392132,87,5,90
2,4,2,Down,2,0.38479312895673834,0.004668646584689845,0.2087992962427315,0.0057666560199157195,0.9712675340765872,0.025621723556102576,0.10756454417051192,87,5,90
2,4,2,Down,all,0.3826502897055528,0.006280800125402274,0.1945722514928389,0.00308402615296342,0.9405830381219278,0.022666411633851507,,0,5,90
2,4,3,Left,0,0.365568239413933,0.011754466508327021,0.204033341573853,0.007115753796917898,0.9259960929751385,0.047022066200245564,0.12897504141792832,78,5,81
2,4,3,Left,1,0.3939751269948275,0.011550762451435576,0.1720952868662451,0.006462447737279901,0.9165335269910433,0.036752204765607095,0.07851863059384089,78,5,81
2,4,3,Left,2,0.3812740561654185,0.005797749440895989,0.2084856091269604,0.00755961324300299,0.9499563798646912,0.036625664941995144,0.10197512887138561,78,5,81
2,4,3,Left,all,0.380272474191393,0.006931520496390138,0.19487141252235282,0.003788581962569537,0.930828666610291,0.01888748412225386,,0,5,81
2,4,4,Right,0,0.37052733691007167,0.010093720192320802,0.20255874334531382,0.007222896215448676,0.9271401329989041,0.04938641751579438,0.10436644570475583,85,5,86
2,4,4,Right,1,0.3914690631508933,0.01010323282664182,0.1735093022789722,0.0050771728235296,0.9381668946648427,0.03425445224891443,0.10871077641353173,85,5,86
2,4,4,Right,2,0.38146388053763863,0.006020485090377934,0.21131695424942537,0.007173368496695972,0.9170780097495009,0.02854512517119884,0.11052382960755451,85,5,86
2,4,4,Right,all,0.38115342686620124,0.006089558242482613,0.19579499995790378,0.0046613830344118395,0.9274616791377492,0.021352116258009778,,0,5,86
2,5,0,Noise,0,0.358282248820457,0.01165965918513774,0.19794134402160574,0.009787652741878103,0.8712417343600122,0.05768581646113784,0.10936060414518653,50,5,174
2,5,0,Noise,1,0.39826293330113555,0.015552927080154409,0.17910422600627215,0.008066534639716086,0.9033481282761529,0.04329228692722491,0.08654513048059728,50,5,174
2,5,0,Noise,2,0.3781938060565077,0.008709210678950875,0.20722694460398888,0.0079217639581951,0.9052640733781598,0.04290180206779925,0.0798124142723952,50,5,174
2,5,0,Noise,all,0.3782463293927001,0.00652827753520808,0.1947575048772889,0.005286166847859417,0.8932846453381083,0.027748036570548827,,0,5,174
2,5,1,Up,0,0.3594942930922699,0.007880444830344382,0.19537010389389492,0.007316863137737794,0.9058231421265133,0.05191452674498505,0.09644692711362025,103,5,109
2,5,1,Up,1,0.4010644013659176,0.012849797484618744,0.1783705724476159,0.005466743637654227,0.9347200703305887,0.03375227279786949,0.11216995322255024,103,5,109
2,5,1,Up,2,0.37767667785909476,0.006524913401407296,0.20810369206568138,0.0067932393490300795,0.9462548586412275,0.031994291077149926,0.11114218151591154,103,5,109
2,5,1,Up,all,0.37941179077242737,0.005740117879864284,0.1939481228023974,0.003666906687969478,0.9289326903661098,0.027179389460587657,,0,5,109
2,5,2,Down,0,0.3576048540458006,0.008153223944534032,0.1939024653878854,0.007630234610582271,0.9063222346040258,0.04927063161594436,0.09779745323546048,78,5,81
2,5,2,Down,1,0.39551332974885534,0.01318471422116694,0.1786121279313427,0.005246867175508928,0.9368615347373518,0.03578115700373705,0.09652316381723855,78,5,81
2,5,2,Down,2,0.38263302113879594,0.004238031952983636,0.2061202340003544,0.0046197869520414325,0.9636083723802268,0.025775813787128676,0.11670123644366051,78,5,81
2,5,2,Down,all,0.3785837349778173,0.004844254846421578,0.19287827577319416,0.003984136162390703,0.9355973805738681,0.026183949246660076,,0,5,81
